20161024,3128.25,240522336,25035440,19884,0.96,20161024,63.22
20161021,3090.94,187388064,20195366,22751,1.1,20161021,62.75
20161020,3084.46,160691360,17767454,20081,0.97,20161020,63.25
20161019,3084.72,182470144,19748114,31301,1.52,20161019,63.4
20161018,3083.88,182042464,19603614,25043,1.22,20161018,64.24
20161017,3041.17,163733264,18059408,40871,1.98,20161017,63.75
20161014,3063.81,155373696,16379299,11278,0.55,20161014,63.27
20161013,3061.35,154756720,16633587,21024,1.02,20161013,63.12
20161012,3058.5,142493568,15998296,19974,0.97,20161012,63.95
20161011,3065.25,167273488,18378766,22828,1.11,20161011,63.89
20161010,3048.14,160051104,17552180,40142,1.95,20161010,64.43
20160930,3004.7,101333568,11279454,19722,0.96,20160930,62.7
20160929,2998.48,113213920,12272857,33932,1.65,20160929,63.2
20160928,2987.86,104625696,11643738,19481,0.95,20160928,62.05
20160927,2998.17,121701448,13337271,19642,0.95,20160927,62.08
20160926,2980.43,144330288,16225724,16631,0.81,20160926,60.83
20160923,3033.9,125590976,14737773,24297,1.18,20160923,62.01
20160922,3042.31,139309552,15903107,16641,0.81,20160922,61.11
20160921,3025.87,115721216,13413373,10166,0.49,20160921,61.2
20160920,3023,118924112,13966230,12341,0.6,20160920,61.16
20160919,3026.05,119225024,13316882,16100,0.78,20160919,60.94
20160914,3002.85,133413400,14814898,19056,0.92,20160914,60.7
20160912,3021.98,206012096,22184656,45054,2.19,20160912,60.8
20160909,3078.85,160692928,18205624,46006,2.23,20160909,64.16
20160908,3095.95,145883776,16594448,18997,0.92,20160908,63.49
20160907,3091.93,186956752,20716212,21764,1.06,20160907,63.23
20160906,3090.71,172908528,19305774,25124,1.22,20160906,63.18
20160905,3072.1,144963312,16124368,19741,0.96,20160905,62.18
20160902,3067.35,150446912,17059214,22093,1.07,20160902,62.53
20160901,3063.31,155191088,17709330,18419,0.89,20160901,63.1
20160831,3085.49,141368608,16898612,31791,1.54,20160831,63.23
20160830,3074.68,140434816,16387883,18086,0.88,20160830,64.48
20160829,3070.03,144500016,16639735,20850,1.01,20160829,64.45
20160826,3070.31,149663904,17630950,16327,0.79,20160826,63.27
20160825,3068.33,174032976,20085974,29288,1.42,20160825,63.08
20160824,3085.88,145707440,16836252,22997,1.12,20160824,64.11
20160823,3089.71,161368960,17918348,17247,0.84,20160823,64.5
20160822,3084.81,185387936,20763888,20603,1,20160822,64.49
20160819,3108.1,194347456,21205096,25467,1.24,20160819,65.07
20160818,3104.11,229359088,25696968,35734,1.73,20160818,65.7
20160817,3109.55,213839648,24340526,37362,1.81,20160817,66.89
20160816,3110.04,278328928,30854486,49482,2.4,20160816,66.22
20160815,3125.2,297616512,32799114,67740,3.29,20160815,66.72
20160812,3050.67,168173664,17930490,33019,1.6,20160812,64.29
20160811,3002.64,161879488,17986152,32242,1.56,20160811,63.08
20160810,3018.75,164675168,18452518,39103,1.9,20160810,64.26
20160809,3025.68,169995456,18771686,46743,2.27,20160809,65.63
20160808,3004.28,155729840,17208966,31805,1.54,20160808,63.88
20160805,2976.7,141857104,16179598,40054,1.94,20160805,62.9
20160804,2982.43,133933304,15330797,44426,2.16,20160804,64.83
20160803,2978.46,141141328,15908826,52018,2.52,20160803,64.65
20160802,2971.28,115468904,12926688,37470,1.82,20160802,63.47
20160801,2953.39,147407760,16237268,65453,3.18,20160801,63.28
20160729,2979.34,150101536,17019856,56606,2.75,20160729,66.65
20160728,2994.32,190564944,21762700,77332,3.75,20160728,65.58
20160727,2992,280160896,31681138,124277,6.03,20160727,67.56
20160726,3050.17,156694512,18547446,83879,4.07,20160726,69.28
20160725,3015.83,144206576,17542200,100229,4.86,20160725,69.6
20160722,3012.82,162010176,19751734,147458,7.16,20160722,68.81
20160721,3039.01,163767360,20027846,252609,12.26,20160721,69.05
20160720,3027.9,138242816,17147292,109701,5.32,20160720,62.77
20160719,3036.6,155361472,18720672,25173,1.22,20160719,60.8
20160718,3043.56,177496560,20666772,28489,1.38,20160718,60.18
20160715,3054.3,172866400,20284056,49314,2.39,20160715,60.78
20160714,3054.02,180194800,20893902,44452,2.16,20160714,61.9
20160713,3060.69,253659376,27935088,59418,2.88,20160713,61.8
20160712,3049.38,259486288,28865676,42519,2.06,20160712,61
20160711,2994.92,224338224,27191650,44543,2.16,20160711,60.02
20160708,2988.09,168986864,20967266,25781,1.25,20160708,59.9
20160707,3016.85,222681664,27019712,32787,1.59,20160707,59.82
20160706,3017.29,212370928,24649784,28598,1.39,20160706,60.4
20160705,3006.39,235204448,27041802,38376,1.86,20160705,60.6
20160704,2988.6,222017120,25315036,39707,1.93,20160704,61.26
20160701,2932.48,141246224,17300620,31520,1.53,20160701,60.35
20160630,2929.61,154464928,18745980,41647,2.02,20160630,60.88
20160629,2931.59,193215584,22340636,73267,3.56,20160629,61.86
20160628,2912.56,173871040,21107930,44956,2.18,20160628,60.4
20160627,2895.7,156697472,18985472,52960,2.57,20160627,60.11
20160624,2854.29,190842608,21491344,42977,2.09,20160624,57.85
20160623,2891.96,136137376,16368027,31950,1.55,20160623,59.49
20160622,2905.55,130590424,15633939,27201,1.32,20160622,59.6
20160621,2878.56,164359088,19820192,41338,2.01,20160621,58.07
20160620,2888.81,136571056,16373444,30341,1.47,20160620,58.7
20160617,2885.1,171472512,19543250,29855,1.45,20160617,58.1
20160616,2872.82,173882752,20195716,32257,1.57,20160616,57.44
20160615,2887.21,166671072,19719934,37805,1.83,20160615,58.43
20160614,2842.19,119755272,13853175,29777,1.44,20160614,56.39
20160613,2833.07,169255440,19854776,47819,2.32,20160613,57.51
20160608,2927.16,143046080,17737732,58660,2.85,20160608,61.6
20160607,2936.04,132987864,16360561,38058,1.85,20160607,60.07
20160606,2934.1,141993744,17242678,42361,2.06,20160606,59.97
20160603,2938.68,172021024,21130248,57374,2.78,20160603,60.86
20160602,2925.23,159716912,18508490,37263,1.81,20160602,60.92
20160601,2913.51,188386432,21986806,54288,2.63,20160601,60.76
20160531,2916.62,215260352,23652850,76057,3.69,20160531,61.45
20160530,2822.45,106319584,11558748,62244,3.02,20160530,58.81
20160527,2821.05,109845824,12385886,22079,1.07,20160527,57.47
20160526,2822.44,114766800,12710518,27735,1.35,20160526,57.51
20160525,2815.09,103527264,11776763,29626,1.44,20160525,57.09
20160524,2821.67,111452448,12109606,29431,1.43,20160524,58.2
20160523,2843.65,120470456,13995036,54409,2.64,20160523,59.3
20160520,2825.48,108700896,12379460,44895,2.18,20160520,56.91
20160519,2806.91,111595072,12415105,29646,1.44,20160519,55.3
20160518,2807.51,140487824,14939682,26160,1.27,20160518,54.82
20160517,2843.68,123369064,14000100,41901,2.03,20160517,56.09
20160516,2850.86,114653592,12684430,26991,1.31,20160516,54.6
20160513,2827.11,114319712,12369265,20761,1.01,20160513,53.88
20160512,2835.86,136337648,14083863,38593,1.87,20160512,54.73
20160511,2837.04,135795472,14602251,23370,1.13,20160511,54
20160510,2832.59,120829304,12853527,32808,1.59,20160510,54.67
20160509,2832.11,180378336,18870568,44981,2.18,20160509,54.97
20160506,2913.25,206796496,23407744,63005,3.06,20160506,57.94
20160505,2997.84,144831392,16311378,47646,2.31,20160505,61.35
20160504,2991.27,165407104,18904638,41238,2,20160504,60.5
20160503,2992.64,168703648,19581660,57522,2.79,20160503,61.25
20160429,2938.32,109310624,12850273,36626,1.78,20160429,60.64
20160428,2945.59,138663264,15461469,65122,3.16,20160428,61.86
20160427,2953.67,130867640,15028630,27070,1.31,20160427,58.66
20160426,2964.7,117711608,13429246,30216,1.47,20160426,58.97
20160425,2946.67,125856248,14063875,30583,1.48,20160425,58.8
20160422,2959.24,137211664,14880044,32999,1.6,20160422,58.21
20160421,2952.89,189406848,20647714,49662,2.41,20160421,57.74
20160420,2972.58,283144224,31115486,76193,3.7,20160420,59.03
20160419,3042.82,156533200,18094800,40432,1.96,20160419,63.25
20160418,3033.66,183304512,20861308,55062,2.67,20160418,62.69
20160415,3078.12,189613056,22414132,56179,2.73,20160415,64.95
20160414,3082.36,208237840,23505606,67688,3.28,20160414,65.78
20160413,3066.64,310003232,33142070,104254,5.06,20160413,64.8
20160412,3023.65,182718672,20707980,49085,2.38,20160412,63.47
20160411,3033.96,220018320,25232840,72941,3.54,20160411,63.5
20160408,2984.96,187904640,20733710,48754,2.37,20160408,62
20160407,3008.42,220919504,24396180,67581,3.28,20160407,63.01
20160406,3050.59,232262048,25491456,79711,3.87,20160406,65.24
20160405,3053.07,256730336,27665468,73076,3.55,20160405,64.35
20160401,3009.53,206545856,21752054,60362,2.93,20160401,61.97
20160331,3003.92,220413440,25221976,68783,3.34,20160331,63.8
20160330,3000.65,210371456,23441062,60671,2.94,20160330,64.19
20160329,2919.83,182965344,20162582,58576,2.84,20160329,61
20160328,2957.82,202021232,23232372,61998,3.01,20160328,62.89
20160325,2979.43,175074352,20081844,75326,3.66,20160325,64.38
20160324,2960.97,237006400,27479512,125730,6.1,20160324,66.06
20160323,3009.96,216977472,25632816,65162,3.16,20160323,66.69
20160322,2999.36,270377344,31102530,92366,4.48,20160322,66
20160321,3018.8,352400416,38082308,119367,5.79,20160321,65.63
20160318,2955.15,313332736,32824116,117844,5.72,20160318,63.31
20160317,2904.83,200290224,21384364,80178,3.89,20160317,57.55
20160316,2870.43,186492544,19019386,50099,2.43,20160316,54.75
20160315,2864.37,163386672,17021952,51362,2.49,20160315,55.84
20160314,2859.5,194816016,20279314,77100,3.74,20160314,56.95
20160311,2810.31,127247552,12845031,32220,1.56,20160311,53
20160310,2804.73,138979456,14181242,42632,2.07,20160310,53.74
20160309,2862.56,183355392,17707256,38074,1.85,20160309,53.98
20160308,2901.39,233482672,22051396,68709,3.33,20160308,55.57
20160307,2897.34,217466832,20855932,62309,3.02,20160307,54.51
20160304,2874.15,312495168,29498212,67188,3.26,20160304,53.42
20160303,2859.76,287478208,27997192,92855,4.51,20160303,56.73
20160302,2849.68,270961792,25931876,107520,5.22,20160302,57.5
20160301,2733.17,187207440,18218554,106248,5.16,20160301,53.5
20160229,2687.98,207410704,19464020,70343,3.41,20160229,55.21
20160226,2767.21,191110464,19006898,52001,2.52,20160226,61.25
20160225,2741.25,270284416,27176714,79654,3.87,20160225,61.28
20160224,2928.9,213410384,22785164,110740,5.37,20160224,66.52
20160223,2903.33,199740656,21154894,54939,2.67,20160223,70.6
20160222,2927.18,232176048,23868282,47382,2.3,20160222,71.25
20160219,2860.02,163391424,17842484,44843,2.18,20160219,70
20160218,2862.89,219203872,23077504,67967,3.3,20160218,70.74
20160217,2867.34,216909920,22596424,57925,2.81,20160217,70.77
20160216,2836.57,195961616,19896914,67307,3.27,20160216,70.86
20160215,2746.2,129263936,12932106,35853,1.74,20160215,66.14
20160205,2763.49,141186288,14555364,42114,2.04,20160205,66.8
20160204,2781.02,170382016,17534738,67598,3.28,20160204,67.68
20160203,2739.25,148397216,14662712,50027,2.43,20160203,64.43
20160202,2749.57,158078208,15893681,65907,3.2,20160202,64.99
20160201,2688.85,156383744,15283074,80254,3.89,20160201,62.5
20160129,2737.6,186673104,18000682,46339,2.25,20160129,67.56
20160128,2655.66,171120288,16735742,60844,2.95,20160128,64.75
20160127,2735.56,215722048,20742668,79006,3.83,20160127,70.5
