#日期,收盘,成交量(手),成交金额(万),涨跌幅,成交量(手),成交金额(万),换手率,日期,收盘
20110119,2758.1,78493168,8994362,1.14,13989,1856.19,0.68,20110119,13.35
20110118,2708.98,60377276,6773847,0.84,9440,1239.72,0.46,20110118,13.2
20110117,2706.66,92519120,10484917,-4.10,21278,2814.9,1.03,20110117,13.09
20110114,2791.34,76753880,9064471,-2.99,14719,2021.46,0.71,20110114,13.65
20110113,2827.71,74886264,8793091,1.15,19176,2713.24,0.93,20110113,14.07
20110112,2821.3,79246112,8809303,0.65,14432,2002.82,0.7,20110112,13.91
20110111,2804.05,80553776,9448483,-0.86,18562,2564.23,0.9,20110111,13.82
20110110,2791.81,90780880,11079678,-4.39,28653,4090.77,1.39,20110110,13.94
20110107,2838.8,113129568,13716350,1.11,28182,4119.13,1.37,20110107,14.58
20110106,2824.2,84705616,11325159,-1.84,26016,3780.94,1.26,20110106,14.42
20110105,2838.59,104415280,13526480,-0.20,28499,4176.46,1.38,20110105,14.69
20110104,2852.65,110072792,14565982,0.20,33878,4958.38,1.64,20110104,14.72
20101231,2808.08,83350216,10844175,1.17,20797,3038.92,1.01,20101231,14.69
20101230,2759.57,73172048,8605671,0.21,18554,2685.77,0.9,20101230,14.52
20101229,2751.53,63941280,7620288.5,2.04,17169,2470.11,0.83,20101229,14.49
20101228,2732.99,84332632,9699063,-4.25,36048,5173.92,1.75,20101228,14.2
20101227,2781.4,97807280,12339015,-4.81,39669,6106.74,1.92,20101227,14.83
20101224,2835.16,81216848,9588675,-4.77,44348,6993.39,2.15,20101224,15.58
20101223,2855.22,89002488,10937294,0.37,65011,10673.09,3.15,20101223,16.36
20101222,2877.9,98325552,12606740,1.37,46163,7503.08,2.24,20101222,16.3
20101221,2904.11,106825624,13646537,1.26,25134,4000.41,1.22,20101221,16.08
20101220,2852.92,113755496,14660541,-2.40,40869,6549.99,1.98,20101220,15.88
20101217,2893.74,73677136,9385709,0.06,27918,4509.24,1.35,20101217,16.27
20101216,2898.14,87606312,10977006,-0.12,32756,5345.02,1.59,20101216,16.26
20101215,2911.41,109462488,14337019,-0.49,43330,7044.87,2.1,20101215,16.28
20101214,2927.08,120944936,15296733,0.93,44337,7273.72,2.15,20101214,16.36
20101213,2922.95,128878472,15994959,2.79,44827,7224.7,2.18,20101213,16.21
20101210,2841.04,80496104,9820307,0.77,27023,4215.14,1.31,20101210,15.77
20101209,2810.95,94622560,10874783,-0.57,33317,5232.1,1.62,20101209,15.65
20101208,2848.55,86707376,11022718,-0.57,26066,4132.63,1.26,20101208,15.74
20101207,2875.86,86785496,11126670,2.73,30448,4755.71,1.48,20101207,15.83
20101206,2857.18,89773056,11083235,-2.71,30273,4739.05,1.47,20101206,15.41
20101203,2842.43,83521008,10592690,0.38,26082,4088.57,1.27,20101203,15.84
20101202,2843.61,104195760,13221637,0.45,41709,6658.79,2.02,20101202,15.78
20101201,2823.45,81263296,10425789,-0.25,26240,4136.18,1.27,20101201,15.71
20101130,2820.18,139324864,17308502,-4.83,72200,11476.15,3.5,20101130,15.75
20101129,2866.36,102452544,13397091,-1.95,55154,9189.22,2.68,20101129,16.55
20101126,2871.7,110866184,14356393,0.48,76120,12827.37,3.69,20101126,16.88
20101125,2898.26,131608456,16718548,0.12,133998,22914,6.5,20101125,16.8
20101124,2859.94,116156240,14788164,2.76,97487,16216.74,4.73,20101124,16.78
20101123,2828.28,116311952,14507950,0.80,59475,9510.94,2.89,20101123,16.33
20101122,2884.37,127117712,16268549,3.25,98787,16034.69,4.79,20101122,16.2
20101119,2888.57,123778456,15577507,3.77,52686,8198.27,2.56,20101119,15.69
20101118,2865.45,102226184,12777055,2.86,32422,4877.94,1.57,20101118,15.12
20101117,2838.86,123780256,15870199,-4.30,41913,6317.35,2.03,20101117,14.7
20101116,2894.54,171089376,22167420,-5.65,66156,10397.52,3.21,20101116,15.36
20101115,3014.41,153152448,19709410,8.46,100376,16085.12,4.87,20101115,16.28
20101112,2985.44,233084944,29840592,-6.94,76516,11914.62,3.71,20101112,15.01
20101111,3147.74,210274736,28698444,-2.71,68567,11375.44,3.33,20101111,16.13
20101110,3115.36,185052432,24897432,-2.18,61730,10263.14,3,20101110,16.58
20101109,3135,192455744,24808938,1.25,84250,14294.68,4.09,20101109,16.95
20101108,3159.51,205417968,25924202,1.64,75533,12614.71,3.67,20101108,16.74
20101105,3129.5,211955792,27317840,-0.96,100815,16735.47,4.89,20101105,16.47
20101104,3086.94,176857088,22810308,6.88,109002,17772.89,5.29,20101104,16.63
20101103,3030.99,189848016,24396788,-3.05,73323,11547.01,3.56,20101103,15.56
20101102,3045.43,224947280,30650948,-3.31,100921,16592.05,4.9,20101102,16.05
20101101,3054.02,186243168,25104718,2.66,127920,20971.15,6.21,20101101,16.6
20101029,2978.83,147109760,19456040,4.86,100032,15948.49,4.85,20101029,16.17
20101028,2992.58,143537936,18568118,0.13,44599,6862.12,2.16,20101028,15.42
20101027,2997.05,176268288,23010530,-4.41,85524,13379.34,4.15,20101027,15.4
20101026,3041.54,198778896,26036192,0.81,95205,15214.61,4.62,20101026,16.11
20101025,3051.42,192114240,25171140,1.46,135072,21863.18,6.55,20101025,15.98
20101022,2975.04,147079888,19490156,1.88,101103,15756.66,4.91,20101022,15.75
20101021,2983.53,161436144,20507304,0.06,118718,18499.14,5.76,20101021,15.46
20101020,3003.95,207804416,26206486,1.85,195132,30183.25,9.47,20101020,15.45
20101019,3001.85,170667824,19962828,10.01,117728,17252.26,5.71,20101019,15.17
20101018,2955.23,263316928,30123108,-4.30,75396,10334,3.66,20101018,13.79
20101015,2971.16,236568560,27295078,0.21,63517,9155.41,3.08,20101015,14.41
20101014,2879.64,229461712,26468246,-0.90,93304,13618.24,4.53,20101014,14.38
20101013,2861.36,185281680,22838540,1.33,61112,8856.66,2.97,20101013,14.51
20101012,2841.41,167428336,21178746,0.35,48936,7041.96,2.37,20101012,14.32
