#日期,收盘,成交量(手),成交金额(万),涨跌幅,成交量(手),成交金额(万),换手率,日期,收盘
20140115,2023.35,67436224,5774036,1.69,52419,15199.39,2.54,20140115,29.4
20140114,2026.84,70366616,5668762.5,6.80,69775,19623.26,3.39,20140114,28.91
20140113,2009.56,66544780,5561675,0.71,53937,14546.23,2.62,20140113,27.07
20140110,2013.3,75616120,6104455,-9.43,102967,28684.1,5,20140110,26.88
20140109,2027.62,75941880,6760566.5,2.81,108994,32611.56,5.29,20140109,29.68
20140108,2044.34,71647368,6294143,1.05,73090,21105.62,3.55,20140108,28.87
20140107,2047.32,63402936,5463864,-1.18,81133,23030.49,3.94,20140107,28.57
20140106,2045.71,89587608,7289540,-5.12,141940,43347.36,6.89,20140106,28.91
20140103,2083.14,84497240,7237223,10.00,115088,33613.52,5.58,20140103,30.47
20140102,2109.39,68485480,6192135.5,0.54,46660,12963.65,2.26,20140102,27.7
20131231,2115.98,80474376,7145628.5,-1.11,57053,15768.61,2.77,20131231,27.55
20131230,2097.53,74085056,6303894.5,5.93,73319,20030.69,3.56,20131230,27.86
20131227,2101.25,76756832,6639444.5,0.57,50709,13365.91,2.46,20131227,26.3
20131226,2073.1,78541408,6676712,-3.29,66169,17637.08,3.21,20131226,26.15
20131225,2106.35,65139096,5813684.5,2.62,94984,25291.53,4.61,20131225,27.04
20131224,2092.91,70251472,6169707,10.02,99706,25620.12,4.84,20131224,26.35
20131223,2089.71,68146640,5843562.5,-1.56,45590,10951.37,2.21,20131223,23.95
20131220,2084.79,86775216,7219820,-2.87,54302,13451.32,2.64,20131220,24.33
20131219,2127.79,73123480,6149694.5,-1.76,74813,19056.5,3.63,20131219,25.05
20131218,2148.28,64173584,5542059.5,-4.24,69572,17925.4,3.38,20131218,25.5
20131217,2151.08,78578936,6692160,-6.73,122826,33045.23,5.96,20131217,26.63
20131216,2160.86,101387592,8642295,8.47,172086,48948.51,8.35,20131216,28.55
20131213,2196.07,85101008,7263750.5,9.99,86830,22132.2,4.21,20131213,26.32
20131212,2202.8,86108672,7600333,1.57,46422,11049.39,2.25,20131212,23.93
20131211,2204.17,109473144,9438930,2.88,79972,19125.55,3.88,20131211,23.56
20131210,2237.49,109043128,9555630,0.79,37086,8302.92,1.8,20131210,22.9
20131209,2238.2,93273640,8443248,4.65,56046,12690.92,2.72,20131209,22.72
20131206,2237.11,103700928,9225476,-1.32,29571,6443.73,1.43,20131206,21.71
20131205,2247.06,122048408,10583731,2.47,80209,17451.94,3.89,20131205,22
20131204,2251.76,157292944,13549794,-5.92,153675,33250.93,7.46,20131204,21.47
20131203,2222.67,113506408,10077666,-9.98,11568,2639.82,0.56,20131203,22.82
20131202,2207.37,174282000,15193616,-10.01,7245,1836.61,0.35,20131202,25.35
20131129,2220.5,106959056,9783402,0.90,51636,14483.75,2.51,20131129,28.17
20131128,2219.37,134456784,11964544,2.65,65350,18447.71,3.17,20131128,27.92
20131127,2201.07,115384416,10216349,4.33,57528,15564.52,2.79,20131127,27.2
20131126,2183.07,100460832,8453664,0.85,27962,7240.97,1.36,20131126,26.07
20131125,2186.11,108282656,9674732,1.06,22388,5819.55,1.09,20131125,25.85
20131122,2196.38,113866456,10245020,-4.05,31654,8317.18,1.54,20131122,25.58
20131121,2205.77,137245504,12000500,-2.59,25636,6856,1.24,20131121,26.66
20131120,2206.61,118961856,10482042,0.37,42304,11605.69,2.05,20131120,27.37
20131119,2193.12,125082304,11594188,-0.04,94892,26313.42,4.6,20131119,27.27
20131118,2197.22,157502704,14324623,10.00,65148,17619.05,3.16,20131118,27.28
20131106,2139.61,100487344,8654713,-1.20,32731,8247.75,1.59,20131106,24.8
20131105,2157.24,91900024,7796332,2.53,24060,5963.5,1.17,20131105,25.1
20131104,2149.63,76147944,6630600,1.66,37008,9193.73,1.8,20131104,24.48
20131101,2149.56,89118472,7627186,0.21,21753,5218.89,1.06,20131101,24.08
20131031,2141.61,108063016,8863883,-7.36,32766,8147.11,1.59,20131031,24.03
20131030,2160.46,119643360,9523375,-0.69,30544,7848.2,1.48,20131030,25.94
20131029,2128.86,143092800,11734775,0.85,46528,12028.07,2.26,20131029,26.12
20131028,2133.87,88401328,7788933,2.78,27380,7015.31,1.33,20131028,25.9
20131025,2132.96,113924512,9967170,-2.59,35014,8813.93,1.7,20131025,25.2
20131024,2164.32,103008952,9000187,7.39,62697,15825.8,3.04,20131024,25.87
20131023,2183.11,146347088,12578986,-2.55,52959,12703.18,2.57,20131023,24.09
20131022,2210.65,149132832,13499487,-6.01,58991,14933.74,2.86,20131022,24.72
20131021,2229.24,136694400,12393634,3.71,55328,14419.17,2.68,20131021,26.3
20131018,2193.78,103724624,9081418,3.01,41181,10349.64,2,20131018,25.36
20131017,2188.54,126767944,11313885,-2.30,58742,14712.44,2.85,20131017,24.62
20131016,2193.07,154638640,13816550,-7.69,74370,19048.39,3.61,20131016,25.2
20131015,2233.41,153722832,13854163,-5.44,70711,19625.17,3.43,20131015,27.3
20131014,2237.77,165983392,15162694,1.58,44744,12718.31,2.17,20131014,28.87
20131011,2228.15,156892176,14227194,-3.00,62653,17904.12,3.04,20131011,28.42
20131010,2190.93,149775888,13657515,-2.98,71189,21247.62,3.45,20131010,29.3
20131009,2211.77,130871736,11796614,2.13,128129,38979.72,6.22,20131009,30.2
20131008,2198.2,126710200,11499202,10.01,63031,18135.46,3.06,20131008,29.57
20130930,2174.67,92810080,8898276,3.34,43815,11768.69,2.13,20130930,26.88
20130927,2160.03,105401784,9781168,0.04,33486,8831.87,1.62,20130927,26.01
20130926,2155.81,140415344,12568036,-2.48,42040,11157.84,2.04,20130926,26
20130925,2198.51,160212768,14377999,2.54,52473,13924.45,2.55,20130925,26.66
20130924,2207.53,160415056,14333095,-1.52,46371,12107.16,2.25,20130924,26
20130923,2221.04,133174856,12146826,4.76,53312,13931,2.59,20130923,26.4
20130918,2191.85,115111888,10133309,-1.10,40497,10126.75,1.97,20130918,25.2
20130917,2185.56,154542544,13246043,2.66,64165,16270.27,3.11,20130917,25.48
20130916,2231.4,154884032,13358064,0.89,57354,14218.83,2.78,20130916,24.82
20130913,2236.22,171984224,14060013,2.29,61232,14972.11,2.97,20130913,24.6
20130912,2255.6,209715120,16730058,0.63,51622,12332.25,2.51,20130912,24.05
20130911,2241.27,244349456,19542764,-2.85,75018,17901,3.64,20130911,23.9
20130910,2237.98,237206656,19108388,-4.73,66196,16536.03,3.21,20130910,24.6
20130909,2212.52,219427088,17888174,-4.72,73572,19236.88,3.57,20130909,25.82
20130906,2139.99,143260656,11915234,-1.09,72884,20122.31,3.54,20130906,27.1
20130905,2122.43,126544104,10577650,5.63,86379,23164.06,4.19,20130905,27.4
20130904,2127.62,142000384,11645742,1.65,70822,18107.13,3.44,20130904,25.94
20130903,2123.11,138893184,11242123,1.96,66399,16770.69,3.22,20130903,25.52
20130902,2098.45,149158528,12108466,2.16,70010,17487.6,3.4,20130902,25.03
20130830,2098.38,170075648,13205568,-4.00,113748,28081.56,5.52,20130830,24.5
20130829,2097.23,133268224,10525933,-1.77,101885,26043,4.94,20130829,25.52
20130828,2101.3,161392032,13223910,-4.84,109791,29894.09,5.33,20130828,25.98
20130827,2103.57,126341968,10459162,1.49,100790,27221.9,4.89,20130827,27.3
20130826,2096.47,119932648,9915790,0.22,87145,23485.31,4.23,20130826,26.9
20130823,2057.46,112426352,9457163,1.40,105626,27930.35,5.13,20130823,26.84
20130822,2067.12,90928304,7601837.5,-0.11,113541,30772.91,5.51,20130822,26.47
20130821,2072.96,87445992,7286072,-3.81,119348,32031.97,5.79,20130821,26.5
20130820,2072.59,107381768,8911793,6.66,166788,43872.79,8.09,20130820,27.55
20130819,2085.6,97446776,8150139,6.12,153160,38798.51,7.43,20130819,25.83
20130816,2068.45,153063328,12312513,-1.30,238411,60915.48,11.57,20130816,24.34
20130815,2081.88,99396656,8473566,0.37,192013,47757.91,9.32,20130815,24.66
20130814,2100.14,114437808,9579117,9.98,141276,34088.45,6.86,20130814,24.57
20130813,2106.16,117708872,9643037,10.00,123297,25881.29,5.98,20130813,22.34
20130812,2101.28,135128976,11648971,5.29,173020,34141.23,8.4,20130812,20.31
20130809,2052.24,95316416,8303602,2.44,106810,20115.99,5.18,20130809,19.29
20130808,2044.9,84133288,7195492.5,1.07,117790,22313.26,5.72,20130808,18.83
20130807,2046.78,107712592,9126031,1.09,104118,19368.56,5.05,20130807,18.63
20130806,2060.5,105580976,8869056,0.00,123324,23107.97,5.98,20130806,18.43
20130805,2050.48,85517968,7327709.5,-0.05,122941,22915.93,5.97,20130805,18.43
20130802,2029.42,93592768,7890625.5,5.98,198687,36523.71,9.64,20130802,18.44
20130801,2029.07,91256688,7739528,3.94,158907,27261.98,7.71,20130801,17.4
20130731,1993.8,70160608,5939433.5,-0.95,116879,19802.14,5.67,20130731,16.74
20130730,1990.06,77219784,6615786.5,-0.18,244650,41705.24,11.87,20130730,16.9
20130729,1976.31,78683272,6586698,10.01,27897,4722.9,1.35,20130729,16.93
20130726,2010.85,73800424,6553862,10.01,6209,955.57,0.3,20130726,15.39
20130524,2288.53,101441208,9202153,1.71,66143,9339.11,3.21,20130524,14.31
20130523,2275.67,124019848,11105205,1.30,108993,15683.85,5.29,20130523,14.07
20130522,2302.4,128360032,11529046,1.76,74461,10355.22,3.61,20130522,13.89
20130521,2305.11,124173176,11302521,0.74,66335,9138.43,3.22,20130521,13.65
20130520,2299.99,139150512,12884353,2.19,53363,7219.38,2.59,20130520,13.55
20130517,2282.87,126126008,11124881,2.63,50150,6624.13,2.43,20130517,13.26
20130516,2251.81,110284384,10225527,-0.08,30780,3994.58,1.49,20130516,12.92
20130515,2224.8,71722896,6665826.5,1.57,28088,3606.89,1.36,20130515,12.93
20130514,2217.01,83244976,7566047,-3.19,31965,4093.51,1.55,20130514,12.73
20130513,2241.92,86211224,7919148,1.00,34415,4533.63,1.67,20130513,13.15
20130510,2246.83,90335480,8128014,0.31,29653,3843.14,1.44,20130510,13.02
20130509,2232.97,98531632,9116529,-1.74,48930,6310.6,2.37,20130509,12.98
20130508,2246.3,90371936,8139084.5,0.99,36608,4824.97,1.78,20130508,13.21
20130507,2235.57,86452360,7904092,-1.65,43279,5665.4,2.1,20130507,13.08
20130506,2231.17,92268144,8162560.5,3.66,83843,11010.16,4.07,20130506,13.3
20130503,2205.5,88583464,7831570,0.94,54249,6912.54,2.63,20130503,12.83
20130502,2174.12,68337936,5987761,4.35,37459,4677.49,1.82,20130502,12.71
20130426,2177.91,76673968,6525151,-1.22,35363,4400.6,1.72,20130426,12.18
20130425,2199.31,96704184,8448324,-1.20,38931,4857.24,1.89,20130425,12.33
20130424,2218.32,91600264,7897721,5.41,52127,6461.08,2.53,20130424,12.48
20130423,2184.54,96541320,8221751.5,-3.97,21243,2544,1.03,20130423,11.84
20130422,2242.17,95233728,8224500,0.82,28369,3470.57,1.38,20130422,12.33
20130419,2244.64,109660560,9538301,1.24,28894,3522.87,1.4,20130419,12.23
20130418,2197.6,71616928,6188812.5,0.50,22930,2754.43,1.11,20130418,12.08
20130417,2193.8,68314176,5998655.5,2.47,32179,3862.36,1.56,20130417,12.02
20130416,2194.85,79992176,6695584.5,2.27,16595,1919.13,0.81,20130416,11.73
20130415,2181.94,71632320,5816217.5,-1.80,15073,1732.79,0.73,20130415,11.47
20130412,2206.78,66846340,5619688,-3.55,33018,3899.19,1.6,20130412,11.68
20130411,2219.55,73632704,6213270,0.50,68747,8563.03,3.34,20130411,12.11
20130410,2226.13,80619624,7109021.5,1.18,29318,3484.67,1.42,20130410,12.05
20130409,2225.77,82896544,7313504,3.12,35804,4229.23,1.74,20130409,11.91
20130408,2211.59,86257472,7366616.5,3.49,21856,2475.23,1.06,20130408,11.55
20130403,2225.29,81795264,6880135.5,-0.98,9838,1101.73,0.48,20130403,11.16
20130402,2227.74,89714320,7759666.5,-2.51,16028,1827.45,0.78,20130402,11.27
20130401,2234.4,77411776,6699753.5,1.31,9929,1145.65,0.48,20130401,11.56
20130329,2236.62,85565472,7335819,-0.09,9213,1056.05,0.45,20130329,11.41
20130328,2236.3,127658704,10759351,-4.83,20726,2385.16,1.01,20130328,11.42
20130327,2301.26,96331192,8570842,0.50,18415,2210.59,0.89,20130327,12
20130326,2297.67,104449016,9181132,-1.32,17717,2108.12,0.86,20130326,11.94
20130325,2326.72,97031528,8541862,1.68,18095,2171.34,0.88,20130325,12.1
20130322,2328.28,101167296,8595132,-0.42,14652,1748.9,0.71,20130322,11.9
20130321,2324.24,119200912,10478607,1.27,23224,2764.98,1.13,20130321,11.95
20130320,2317.37,131241288,11397426,2.97,23339,2729.75,1.13,20130320,11.8
20130319,2257.43,87582104,7551207,-1.21,16935,1943.89,0.82,20130319,11.46
20130318,2240.02,93122776,8148617.5,0.09,22502,2647.53,1.09,20130318,11.6
20130315,2278.4,116477808,10157810,0.43,19329,2250.25,0.94,20130315,11.59
20130314,2270.28,80294088,6921859,0.61,13472,1555.55,0.65,20130314,11.54
20130313,2263.97,90972784,7768895.5,-0.95,19693,2265.24,0.96,20130313,11.47
20130312,2286.6,117664464,10063709,-5.08,30460,3575.79,1.48,20130312,11.58
20130311,2310.59,84111904,7391994.5,0.66,13805,1681.67,0.67,20130311,12.2
20130308,2318.61,98794144,8843860,-1.78,25135,3076.24,1.22,20130308,12.12
20130307,2324.29,139756352,12608589,-3.59,44700,5590.71,2.17,20130307,12.34
20130306,2347.18,141333696,12536480,1.75,58347,7428.94,2.83,20130306,12.8
20130305,2326.31,131136592,11672120,2.28,38641,4808.76,1.88,20130305,12.58
20130304,2273.4,161750032,14304651,-3.91,60796,7566.68,2.95,20130304,12.3
20130301,2359.51,120312752,11153111,2.81,104242,13206.22,5.06,20130301,12.8
20130228,2365.59,126950496,11591827,4.80,60143,7367.94,2.92,20130228,12.45
20130227,2313.22,97824888,8826293,-1.00,27243,3272.4,1.32,20130227,11.88
20130226,2293.34,117638664,10591719,1.87,31348,3721.47,1.52,20130226,12
20130225,2325.82,88367368,7764234,1.90,18351,2144.43,0.89,20130225,11.78
20130222,2314.16,96981832,8757982,-1.78,18272,2145.35,0.89,20130222,11.56
20130221,2325.95,144059472,12662783,-2.73,26305,3125.27,1.28,20130221,11.77
20130220,2397.18,110280584,9722230,2.46,17230,2069.59,0.84,20130220,12.1
20130219,2382.91,123473336,10633095,-2.80,18818,2246.41,0.91,20130219,11.81
20130218,2421.56,116174992,10365702,2.10,30263,3689.32,1.47,20130218,12.15
20130208,2432.4,109070384,9896523,1.28,23055,2739.67,1.12,20130208,11.9
20130207,2418.53,120008632,10933507,-0.42,19446,2279.75,0.94,20130207,11.75
20130206,2434.48,116579960,10458354,-0.25,23062,2729.15,1.12,20130206,11.8
20130205,2433.13,150754512,12709611,-1.58,35161,4149.34,1.71,20130205,11.83
20130204,2428.15,167551408,15253370,-2.36,56577,6935.62,2.75,20130204,12.02
20130201,2419.02,140818176,12555496,4.41,101251,12453.88,4.91,20130201,12.31
20130131,2385.42,139707888,11620504,2.08,41845,4873.01,2.03,20130131,11.79
20130130,2382.48,149878912,12485603,1.32,32076,3700.22,1.56,20130130,11.55
20130129,2358.98,141853936,12491697,1.15,26997,3092.37,1.31,20130129,11.4
20130128,2346.5,128383768,11691637,2.36,18883,2113.74,0.92,20130128,11.27
20130125,2291.3,92605736,8026738.5,-0.90,18144,2002.67,0.88,20130125,11.01
20130124,2302.6,161031664,13560434,-2.11,35898,4073.8,1.74,20130124,11.11
20130123,2320.91,118179720,9695622,0.44,25433,2854.84,1.23,20130123,11.35
20130122,2315.14,149466576,12337005,0.09,42781,4922.02,2.08,20130122,11.3
20130121,2328.22,134680448,11301606,-0.35,14055,1587.28,0.68,20130121,11.29
20130118,2317.07,125438024,10539153,0.89,26861,3028.61,1.3,20130118,11.33
20130117,2284.91,119101840,10321406,-4.26,48525,5474.48,2.35,20130117,11.23
20130116,2309.5,153511168,13310770,1.73,60774,7075.33,2.95,20130116,11.73
20130115,2325.68,165645984,14101396,3.69,80345,9263.49,3.9,20130115,11.53
20130114,2311.74,144749888,12361493,5.90,34774,3776.46,1.69,20130114,11.12
20130111,2243,125068280,10155095,-3.31,19869,2116.31,0.96,20130111,10.5
20130110,2283.66,120066672,9823640,0.37,19234,2082.1,0.93,20130110,10.86
20130109,2275.34,122014928,10282310,0.00,23952,2589.07,1.16,20130109,10.82
20130108,2276.07,122907872,10642876,1.60,27661,2973.18,1.34,20130108,10.82
20130107,2285.36,118162808,9687287,2.01,13265,1398.35,0.64,20130107,10.65
20130104,2276.99,139469920,11462776,-0.67,14344,1503.38,0.7,20130104,10.44
20121231,2269.13,128031408,10554183,1.55,19201,2010.08,0.93,20121231,10.51
20121228,2233.25,115924928,9197015,0.19,12384,1281,0.6,20121228,10.35
20121227,2205.9,129023496,10039398,-0.58,17414,1804.07,0.85,20121227,10.33
20121226,2219.13,121858632,9715377,0.68,16496,1704.91,0.8,20121226,10.39
20121225,2213.61,143327696,11487396,1.38,20848,2135.23,1.01,20121225,10.32
20121224,2159.05,78469664,6797065,1.19,16150,1632.75,0.78,20121224,10.18
20121221,2153.31,103372872,8457436,0.80,14445,1448.09,0.7,20121221,10.06
20121220,2168.35,99384184,8007349,-0.20,9064,898.31,0.44,20121220,9.98
20121219,2162.24,94391520,7581318.5,0.10,11425,1143.01,0.55,20121219,10
20121218,2162.46,126099464,9902889,-0.50,14075,1406.72,0.68,20121218,9.99
20121217,2160.34,144242224,11055670,1.41,18888,1883.29,0.92,20121217,10.04
20121214,2150.62,160873808,11770710,4.21,17957,1757.03,0.87,20121214,9.9
20121213,2061.48,72272320,5217964,-1.04,6176,589.25,0.3,20121213,9.5
20121212,2082.73,78559136,5711514,-2.04,11469,1101.37,0.56,20121212,9.6
20121211,2074.7,93370832,6793037,0.51,13468,1320.49,0.65,20121211,9.8
20121210,2083.77,115383224,8146944,1.56,11117,1075.38,0.54,20121210,9.75
20121207,2061.79,115157288,8215897.5,2.02,11871,1133.19,0.58,20121207,9.6
20121206,2029.24,81459224,5845252.5,0.11,7716,727.13,0.37,20121206,9.41
20121205,2031.91,119973040,8547597,4.21,14011,1306.46,0.68,20121205,9.4
20121204,1975.14,62378124,4305454.5,1.35,7354,654.79,0.36,20121204,9.02
20121203,1959.77,61653376,4302755.5,-4.20,6256,570.37,0.3,20121203,8.9
20121130,1980.12,56893416,3773910.75,1.53,7036,650.18,0.34,20121130,9.29
20121129,1963.49,49540084,3317965.75,-3.28,8050,756,0.39,20121129,9.15
20121128,1973.52,50505584,3449257.25,-2.37,8173,779.47,0.4,20121128,9.46
20121127,1991.17,56627420,3908918,-4.53,10710,1053.85,0.52,20121127,9.69
20121126,2017.46,44779552,3311072.25,-2.40,5417,557.18,0.26,20121126,10.15
20121123,2027.38,51551468,3827837.75,0.58,4642,481.91,0.23,20121123,10.4
20121122,2015.61,45577844,3372741.5,-1.15,4986,517.47,0.24,20121122,10.34
20121121,2030.32,53282024,3965862.25,0.77,7303,757.53,0.35,20121121,10.46
20121120,2008.92,42580636,3337296.25,0.00,5748,597.48,0.28,20121120,10.38
20121119,2016.98,45327016,3609072,-0.67,7329,758.41,0.36,20121119,10.38
20121116,2014.72,49581680,3682129,-3.15,17938,1868.56,0.87,20121116,10.45
20121115,2030.29,50556856,3708279.5,-0.28,14406,1560.5,0.7,20121115,10.79
20121114,2055.42,48093000,3588369.25,-0.92,10827,1165.9,0.53,20121114,10.82
20121113,2047.89,61087292,4460515.5,-0.91,13206,1456.06,0.64,20121113,10.92
20121112,2079.27,56694856,4208375.5,0.36,8285,910.33,0.4,20121112,11.02
20121109,2069.07,54223464,3906535.5,0.55,10099,1103.02,0.49,20121109,10.98
20121108,2071.51,66594560,4927610,-1.62,12186,1332.21,0.59,20121108,10.92
20121107,2105.73,59380128,4716378,-0.18,5660,628.96,0.27,20121107,11.1
20121106,2106,71343848,5369800,-1.77,8462,940.82,0.41,20121106,11.12
20121105,2114.03,71538760,5322213.5,-0.35,8777,991.82,0.43,20121105,11.32
20121102,2117.05,76557216,5586988.5,0.53,9142,1034.99,0.44,20121102,11.36
20121101,2104.43,82886672,6260664.5,1.71,11687,1315.43,0.57,20121101,11.3
20121031,2068.88,59527236,4315909,0.27,7177,795.18,0.35,20121031,11.11
20121030,2062.35,60569092,4276733.5,1.56,9483,1055.55,0.46,20121030,11.08
20121029,2058.94,53635012,3907811,-0.09,7502,824.9,0.36,20121029,10.91
20121026,2066.21,78606432,5424887.5,-4.46,14652,1626.32,0.71,20121026,10.92
20121025,2101.58,85393112,5569021.5,0.44,16495,1890.25,0.8,20121025,11.43
20121024,2115.99,72886624,4972809,-1.39,11351,1292.85,0.55,20121024,11.38
20121023,2114.45,72683808,5401309,1.14,24117,2771.21,1.17,20121023,11.54
20121022,2132.76,60117224,4753443.5,-0.17,7196,817.75,0.35,20121022,11.41
20121019,2128.3,67641280,5060560,0.35,14558,1665.41,0.71,20121019,11.43
20121018,2131.69,87191088,6571176,0.89,13459,1531.03,0.65,20121018,11.39
20121017,2105.62,59874064,4707059.5,1.26,7040,789.9,0.34,20121017,11.29
20121016,2098.81,57818440,4724220,0.45,7172,803.85,0.35,20121016,11.15
20121015,2098.7,53940752,4230863.5,-1.25,6131,681.28,0.3,20121015,11.1
20121012,2104.93,68262976,5143404.5,0.45,7241,815.23,0.35,20121012,11.24
20121011,2102.87,74497032,5674443.5,-1.84,12183,1379.94,0.59,20121011,11.19
20121010,2119.94,78912032,6053157.5,0.97,11786,1336.44,0.57,20121010,11.4
20121009,2115.23,84563792,6752037.5,3.11,13932,1559.44,0.68,20121009,11.29
20121008,2074.42,55131612,4479373.5,-0.82,7903,867.52,0.38,20121008,10.95
20120928,2086.17,79448952,6480232.5,1.01,8809,967.5,0.43,20120928,11.04
20120927,2056.32,76691456,6033894,1.86,9775,1066.92,0.47,20120927,10.93
20120926,2004.17,50400828,3841506.5,-4.45,13927,1516.33,0.68,20120926,10.73
20120925,2029.29,48219408,3844516.25,-0.27,6379,718.5,0.31,20120925,11.23
20120924,2033.19,57637780,4557560,0.99,6829,766.09,0.33,20120924,11.26
20120921,2026.69,60289456,4769512,-1.93,10729,1206.76,0.52,20120921,11.15
20120920,2024.84,67482656,5395907,-3.48,17802,2042.75,0.86,20120920,11.37
20120919,2067.83,52243632,4355087.5,1.12,12201,1440.93,0.59,20120919,11.78
20120918,2059.54,53794852,4363238,0.00,10231,1189.94,0.5,20120918,11.65
20120917,2078.5,76392232,6246113.5,-4.43,24044,2842.41,1.17,20120917,11.65
20120914,2123.85,91248272,7617940.5,0.66,17584,2140.09,0.85,20120914,12.19
20120913,2110.38,79044968,6459083,-1.22,13946,1700.93,0.68,20120913,12.11
20120912,2126.55,84114744,6915740.5,0.33,22135,2690.97,1.07,20120912,12.26
20120911,2120.55,80426640,6576286.5,-1.53,20294,2483.95,0.98,20120911,12.22
20120910,2134.89,103580024,8611074,0.65,28846,3561.02,1.4,20120910,12.41
20120907,2127.76,139932624,11113669,2.07,37333,4574.3,1.81,20120907,12.33
20120906,2051.92,56091816,4272854,0.67,19225,2304.66,0.93,20120906,12.08
20120905,2037.68,57649804,4488646.5,3.27,34004,4058.62,1.65,20120905,12
20120904,2043.65,57462184,4757448.5,-0.77,15637,1832.24,0.76,20120904,11.62
20120903,2059.15,60635500,4791147.5,0.69,15113,1750.05,0.73,20120903,11.71
20120831,2047.52,46143904,3526978.75,-0.77,23359,2728.64,1.13,20120831,11.63
20120830,2052.58,61963792,5076422,2.54,24969,2904.83,1.21,20120830,11.72
20120829,2053.24,52209808,4162214,0.62,13382,1531.12,0.65,20120829,11.43
20120828,2073.15,54422104,4209786.5,1.43,12198,1385.03,0.59,20120828,11.36
20120827,2055.71,60314832,4786325,-4.03,14828,1684.05,0.72,20120827,11.2
20120824,2092.1,60178948,4967367.5,-3.15,18493,2206.75,0.9,20120824,11.67
20120823,2113.07,58472300,5033240,1.01,16409,1963.46,0.8,20120823,12.05
20120822,2107.71,58441412,4895123,-1.00,15753,1880.98,0.76,20120822,11.93
20120821,2118.27,60756504,5147698.5,2.21,23349,2815.38,1.13,20120821,12.05
20120820,2106.96,46717500,3925812.5,0.94,10368,1210.68,0.5,20120820,11.79
20120817,2114.89,44390636,3915748.25,0.60,11229,1307.9,0.54,20120817,11.68
20120816,2112.2,45173008,3898389.25,-1.19,11590,1348.35,0.56,20120816,11.61
20120815,2118.95,54609392,4597455.5,-0.76,11800,1393.68,0.57,20120815,11.75
20120814,2142.52,67571592,5967695.5,1.20,17945,2102.51,0.87,20120814,11.84
20120813,2136.08,71352320,6309789,-3.62,22562,2679.82,1.09,20120813,11.7
20120810,2168.81,68368560,6092904,0.58,28243,3442.37,1.37,20120810,12.14
20120809,2174.1,72529248,6526964.5,-0.25,26276,3155.87,1.28,20120809,12.07
20120808,2160.99,72869536,6232484.5,1.42,44943,5448.64,2.18,20120808,12.1
20120807,2157.62,75049800,6193917,-0.83,38714,4659.16,1.88,20120807,11.93
20120806,2154.92,71843208,6116242,4.61,52209,6254.1,2.53,20120806,12.03
20120803,2132.8,53371332,4375534,2.04,13404,1523.99,0.65,20120803,11.5
20120802,2111.18,53467540,4178130,0.45,11477,1299.12,0.56,20120802,11.27
20120801,2123.36,53804600,4440756.5,1.45,8847,992.92,0.43,20120801,11.22
20120731,2103.63,53456096,4347081.5,-0.09,7959,877.22,0.39,20120731,11.06
20120730,2109.91,51992380,4240610.5,-1.86,8148,906.63,0.4,20120730,11.07
20120727,2128.76,52076916,4668022.5,0.18,10437,1175.23,0.51,20120727,11.28
20120726,2126,52884076,4490616.5,-1.14,13725,1570.98,0.67,20120726,11.26
20120725,2136.15,48575892,4111239.5,-1.47,10116,1165.11,0.49,20120725,11.39
20120724,2146.59,54411284,4665046.5,0.96,11416,1316.41,0.55,20120724,11.56
20120723,2141.4,55677080,4798449.5,-1.38,11988,1369.46,0.58,20120723,11.45
20120720,2168.64,64346672,5454996.5,-0.26,21354,2507.27,1.04,20120720,11.61
20120719,2184.84,79338048,6835074.5,1.22,27570,3216.19,1.34,20120719,11.64
20120718,2169.1,66552656,5928211.5,1.14,16421,1860.29,0.8,20120718,11.5
20120717,2161.19,55184408,5205062.5,3.74,21193,2398.14,1.03,20120717,11.37
20120716,2147.96,67487680,6271472,-5.03,17720,1986.2,0.86,20120716,10.96
20120713,2185.9,57546840,5611476.5,-1.28,13583,1578.1,0.66,20120713,11.54
20120712,2185.49,82133760,7962736,1.92,17610,2038.88,0.85,20120712,11.69
20120711,2175.38,58614472,5341303,1.15,12015,1367.13,0.58,20120711,11.47
20120710,2164.44,58993972,5322556,-2.07,16551,1884.81,0.8,20120710,11.34
20120709,2170.81,75111472,6931322.5,-2.85,17047,2002.03,0.83,20120709,11.58
20120706,2223.58,76557920,7076641,2.76,18916,2221.78,0.92,20120706,11.92
20120705,2201.35,57967932,5208815,-5.92,23632,2819.29,1.15,20120705,11.6
20120704,2227.31,55273656,5236738,-1.28,16820,2082.6,0.82,20120704,12.33
20120703,2229.19,62703024,6044103.5,0.08,19731,2460.33,0.96,20120703,12.49
20120702,2226.11,62196208,6063896,1.88,22276,2759.38,1.08,20120702,12.48
20120629,2225.43,61441884,5596466,2.08,15063,1825.51,0.73,20120629,12.25
20120628,2195.84,54182184,5029974.5,-1.80,17743,2165.77,0.86,20120628,12
20120627,2216.93,51049128,4522031.5,-2.71,15503,1931.59,0.75,20120627,12.22
20120626,2222.07,52940800,4728140,0.72,19457,2412.59,0.94,20120626,12.56
20120625,2224.11,59768948,5480934,-4.44,32932,4184.44,1.6,20120625,12.47
20120621,2260.88,58992012,5469686,-4.88,42357,5644.25,2.06,20120621,13.05
20120620,2292.88,54103956,5056812,1.62,42043,5796.31,2.04,20120620,13.78
